Plot,Elevation,Year,Taxon,Shade Tolerance,Fire Tolerance,Biogeographical Association,Layer,Class,OG_Cover,Med_Cover,Mono_Cover
A32,1554,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A14,1585,1969,Arctostaphylos patula,I,NA,N,shrub,1,NA,0.2,1
A24,1618,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
A25,1652,1969,Arctostaphylos patula,I,NA,N,shrub,1,NA,0.2,1
B72,1737,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
A34,1783,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B27,1798,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA,0.5,3
A50,1798,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B74,1829,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
A02,1829,1969,Arctostaphylos patula,I,NA,N,shrub,6,NA,62.5,62.5
A92,1844,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA,37.5,37.5
A27,1865,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA,0.5,3
B25,1890,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A91,1905,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B77,1905,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B52,1920,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B56,1920,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA,37.5,37.5
A47,1951,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA,0.5,3
B57,1951,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B58,1951,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A38,1966,1969,Arctostaphylos patula,I,NA,N,shrub,6,NA,62.5,62.5
A17,1981,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B24,1981,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B59,1981,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A21,1981,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
B84,1996,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA,0.5,3
A93,1996,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
B22,2012,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
A81,2045,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B36,2103,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
C01,2118,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA,0.5,3
B39,2118,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B20,2118,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
A80,2155,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
B35,2164,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA,0.5,3
B19,2164,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B33,2164,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A79,2164,1969,Arctostaphylos patula,I,NA,N,shrub,6,NA,62.5,62.5
B31,2210,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A19,2225,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A96,2225,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A61,2225,1969,Arctostaphylos patula,I,NA,N,shrub,6,NA,62.5,62.5
B30,2234,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B34,2240,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B81,2256,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A40,2256,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
A97,2256,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA,37.5,37.5
A73,2262,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A75,2265,1969,Arctostaphylos patula,I,NA,N,shrub,1,NA,0.2,1
B04,2316,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA,37.5,37.5
A74,2353,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
B12,2362,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B06,2377,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
B05,2377,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA,37.5,37.5
B61,2408,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA,17.5,17.5
B14,2469,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA,5.5,7
A32,1522,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2,0.2,1
A54,1529,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2,0.2,1
A13,1550,2024,Arctostaphylos patula,I,NA,N,shrub,3,5,5.5,7
A24,1625,2024,Arctostaphylos patula,I,NA,N,shrub,3,4,5.5,7
A14,1668,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
A30,1681,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2,0.2,1
B50,1716,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
A01,1760,2024,Arctostaphylos patula,I,NA,N,shrub,3,3,5.5,7
B78,1774,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
A26,1781,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B72,1786,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B27,1828,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
A92,1830,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
A02,1838,2024,Arctostaphylos patula,I,NA,N,shrub,3,6,5.5,7
B77,1868,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
A90,1876,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
A91,1882,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2,0.2,1
B43,1885,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
B52,1913,2024,Arctostaphylos patula,I,NA,N,shrub,3,5,5.5,7
A86,1921,2024,Arctostaphylos patula,I,NA,N,shrub,3,3,5.5,7
A85,1940,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B24,1953,2024,Arctostaphylos patula,I,NA,N,shrub,3,2,5.5,7
B53,1960,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B25,1962,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
B83,1966,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
B86,1981,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
A21,2000,2024,Arctostaphylos patula,I,NA,N,shrub,3,3,5.5,7
A81,2004,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
B22,2005,2024,Arctostaphylos patula,I,NA,N,shrub,3,2,5.5,7
A17,2024,2024,Arctostaphylos patula,I,NA,N,shrub,3,2,5.5,7
A93,2043,2024,Arctostaphylos patula,I,NA,N,shrub,3,7,5.5,7
A38,2048,2024,Arctostaphylos patula,I,NA,N,shrub,4,19,17.5,17.5
A57,2053,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2,0.2,1
B21,2059,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
B58,2075,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B37,2104,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B59,2107,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
A79,2127,2024,Arctostaphylos patula,I,NA,N,shrub,3,8,5.5,7
B20,2127,2024,Arctostaphylos patula,I,NA,N,shrub,3,8,5.5,7
B19,2140,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
A80,2140,2024,Arctostaphylos patula,I,NA,N,shrub,3,1,5.5,7
B36,2153,2024,Arctostaphylos patula,I,NA,N,shrub,3,3,5.5,7
A78,2174,2024,Arctostaphylos patula,I,NA,N,shrub,3,2,5.5,7
B35,2178,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B66,2181,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B81,2190,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B34,2212,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2,0.5,3
B04,2243,2024,Arctostaphylos patula,I,NA,N,shrub,4,14,17.5,17.5
A61,2248,2024,Arctostaphylos patula,I,NA,N,shrub,3,7,5.5,7
B17,2261,2024,Arctostaphylos patula,I,NA,N,shrub,3,2,5.5,7
A19,2263,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
A73,2274,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2,0.2,1
A96,2280,2024,Arctostaphylos patula,I,NA,N,shrub,2,1,0.5,3
A40,2285,2024,Arctostaphylos patula,I,NA,N,shrub,3,4,5.5,7
A97,2294,2024,Arctostaphylos patula,I,NA,N,shrub,5,38,37.5,37.5
A74,2345,2024,Arctostaphylos patula,I,NA,N,shrub,3,7,5.5,7
B61,2380,2024,Arctostaphylos patula,I,NA,N,shrub,5,28,37.5,37.5
B12,2414,2024,Arctostaphylos patula,I,NA,N,shrub,4,10,17.5,17.5
A08,1311,1969,Berberis nervosa,H,NA,N,shrub,2,NA,0.5,3
A10,1311,1969,Berberis nervosa,H,NA,N,shrub,3,NA,5.5,7
A05,1356,1969,Berberis nervosa,H,NA,N,shrub,3,NA,5.5,7
A13,1524,1969,Berberis nervosa,H,NA,N,shrub,3,NA,5.5,7
A14,1585,1969,Berberis nervosa,H,NA,N,shrub,3,NA,5.5,7
A51,1646,1969,Berberis nervosa,H,NA,N,shrub,2,NA,0.5,3
A52,1646,1969,Berberis nervosa,H,NA,N,shrub,2,NA,0.5,3
B78,1821,1969,Berberis nervosa,H,NA,N,shrub,2,NA,0.5,3
B76,1905,1969,Berberis nervosa,H,NA,N,shrub,2,NA,0.5,3
B77,1905,1969,Berberis nervosa,H,NA,N,shrub,2,NA,0.5,3
B63,1920,1969,Berberis nervosa,H,NA,N,shrub,3,NA,5.5,7
B32,2149,1969,Berberis nervosa,H,NA,N,shrub,4,NA,17.5,17.5
A08,1296,2024,Berberis nervosa,H,NA,N,herb,2,0.2,0.5,3
A10,1304,2024,Berberis nervosa,H,NA,N,herb,2,1,0.5,3
A23,1553,2024,Berberis nervosa,H,NA,N,shrub,2,1,0.5,3
A51,1638,2024,Berberis nervosa,H,NA,N,herb,2,0.2,0.5,3
B76,1889,2024,Berberis nervosa,H,NA,N,shrub,2,0.2,0.5,3
A87,1892,2024,Berberis nervosa,H,NA,N,shrub,2,0.2,0.5,3
B56,1920,2024,Berberis nervosa,H,NA,N,shrub,2,0.2,0.5,3
A36,1926,2024,Berberis nervosa,H,NA,N,herb,2,0.2,0.5,3
A30,1622,1969,Ceanothus velutinus,L,H,S,shrub,2,NA,0.5,3
A50,1798,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
A89,1829,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
A92,1844,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
B76,1905,1969,Ceanothus velutinus,L,H,S,shrub,2,NA,0.5,3
B52,1920,1969,Ceanothus velutinus,L,H,S,shrub,2,NA,0.5,3
B58,1951,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
A38,1966,1969,Ceanothus velutinus,L,H,S,shrub,6,NA,62.5,62.5
A17,1981,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
A21,1981,1969,Ceanothus velutinus,L,H,S,shrub,4,NA,17.5,17.5
B24,1981,1969,Ceanothus velutinus,L,H,S,shrub,4,NA,17.5,17.5
B22,2012,1969,Ceanothus velutinus,L,H,S,shrub,4,NA,17.5,17.5
B36,2103,1969,Ceanothus velutinus,L,H,S,shrub,6,NA,62.5,62.5
B20,2118,1969,Ceanothus velutinus,L,H,S,shrub,5,NA,37.5,37.5
A80,2155,1969,Ceanothus velutinus,L,H,S,shrub,4,NA,17.5,17.5
B33,2164,1969,Ceanothus velutinus,L,H,S,shrub,2,NA,0.5,3
A79,2164,1969,Ceanothus velutinus,L,H,S,shrub,4,NA,17.5,17.5
B31,2210,1969,Ceanothus velutinus,L,H,S,shrub,5,NA,37.5,37.5
A61,2225,1969,Ceanothus velutinus,L,H,S,shrub,2,NA,0.5,3
A96,2225,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
B30,2234,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
A40,2256,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
A97,2256,1969,Ceanothus velutinus,L,H,S,shrub,4,NA,17.5,17.5
A74,2353,1969,Ceanothus velutinus,L,H,S,shrub,1,NA,0.2,1
B06,2377,1969,Ceanothus velutinus,L,H,S,shrub,3,NA,5.5,7
B05,2377,1969,Ceanothus velutinus,L,H,S,shrub,4,NA,17.5,17.5
A13,1550,2024,Ceanothus velutinus,L,H,S,shrub,2,1,0.5,3
A14,1668,2024,Ceanothus velutinus,L,H,S,shrub,2,1,0.5,3
A90,1876,2024,Ceanothus velutinus,L,H,S,shrub,1,0.2,0.2,1
A93,2043,2024,Ceanothus velutinus,L,H,S,shrub,2,0.2,0.5,3
A38,2048,2024,Ceanothus velutinus,L,H,S,shrub,3,5,5.5,7
B20,2127,2024,Ceanothus velutinus,L,H,S,shrub,3,2,5.5,7
B36,2153,2024,Ceanothus velutinus,L,H,S,shrub,5,26,37.5,37.5
B30,2233,2024,Ceanothus velutinus,L,H,S,shrub,4,11,17.5,17.5
B31,2251,2024,Ceanothus velutinus,L,H,S,shrub,4,35,17.5,17.5
A19,2263,2024,Ceanothus velutinus,L,H,S,shrub,2,1,0.5,3
A97,2294,2024,Ceanothus velutinus,L,H,S,shrub,4,20,17.5,17.5
B05,2347,2024,Ceanothus velutinus,L,H,S,shrub,3,5,5.5,7
A31,1433,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
A54,1524,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
A14,1585,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
A53,1615,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
A51,1646,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
A52,1646,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
B71,1692,1969,Chimaphila menziesii,H,L,N,herb,3,NA,5.5,7
A88,1783,1969,Chimaphila menziesii,H,L,N,herb,3,NA,5.5,7
B27,1798,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
B78,1821,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
A35,1829,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
B43,1859,1969,Chimaphila menziesii,H,L,N,herb,3,NA,5.5,7
A91,1905,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
B56,1920,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
B52,1920,1969,Chimaphila menziesii,H,L,N,herb,3,NA,5.5,7
B63,1920,1969,Chimaphila menziesii,H,L,N,herb,3,NA,5.5,7
B69,1920,1969,Chimaphila menziesii,H,L,N,herb,3,NA,5.5,7
B02,1951,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
B24,1981,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
B22,2012,1969,Chimaphila menziesii,H,L,N,herb,3,NA,5.5,7
B20,2118,1969,Chimaphila menziesii,H,L,N,herb,2,NA,0.5,3
A10,1304,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
A05,1383,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
A30,1681,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B78,1774,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
A88,1790,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
A89,1809,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B26,1822,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B70,1826,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
A27,1876,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B43,1885,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
A28,1907,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B52,1913,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B02,1917,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B69,1925,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
A36,1926,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B22,2005,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
B82,2034,2024,Chimaphila menziesii,H,L,N,herb,2,0.2,0.5,3
A10,1311,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A08,1311,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A31,1433,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A54,1524,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A13,1524,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A23,1548,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A32,1554,1969,Chimaphila umbellata,H,H,N,herb,4,NA,17.5,17.5
A14,1585,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A53,1615,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A24,1618,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A30,1622,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A51,1646,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A52,1646,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A25,1652,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
B71,1692,1969,Chimaphila umbellata,H,H,N,herb,4,NA,17.5,17.5
B72,1737,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
B50,1753,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A34,1783,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A88,1783,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A01,1798,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A26,1798,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B27,1798,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A50,1798,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A35,1829,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A89,1829,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
B74,1829,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A92,1844,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
B43,1859,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A27,1865,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B42,1890,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A91,1905,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B76,1905,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B77,1905,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A87,1908,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B56,1920,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
B63,1920,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
B69,1920,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A86,1932,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A28,1935,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A47,1951,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A85,1951,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B02,1951,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B24,1981,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A93,1996,1969,Chimaphila umbellata,H,H,N,herb,4,NA,17.5,17.5
B22,2012,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
B85,2042,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A81,2045,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B82,2073,1969,Chimaphila umbellata,H,H,N,herb,3,NA,5.5,7
A94,2103,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B20,2118,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B21,2118,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A80,2155,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
B66,2195,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A98,2210,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A60,2219,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A96,2225,1969,Chimaphila umbellata,H,H,N,herb,1,NA,0.2,1
B34,2240,1969,Chimaphila umbellata,H,H,N,herb,2,NA,0.5,3
A75,2265,1969,Chimaphila umbellata,H,H,N,herb,1,NA,0.2,1
A08,1296,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A10,1304,2024,Chimaphila umbellata,H,H,N,herb,3,3,5.5,7
A05,1383,2024,Chimaphila umbellata,H,H,N,herb,3,2,5.5,7
A31,1495,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A32,1522,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A54,1529,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A13,1550,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A23,1553,2024,Chimaphila umbellata,H,H,N,herb,3,2,5.5,7
A52,1589,2024,Chimaphila umbellata,H,H,N,herb,3,3,5.5,7
A24,1625,2024,Chimaphila umbellata,H,H,N,herb,3,3,5.5,7
A53,1627,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A33,1632,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A51,1638,2024,Chimaphila umbellata,H,H,N,herb,3,2,5.5,7
A25,1650,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A14,1668,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A30,1681,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B71,1690,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
B50,1716,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A01,1760,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A34,1768,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B78,1774,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A26,1781,2024,Chimaphila umbellata,H,H,N,herb,3,2,5.5,7
B72,1786,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A88,1790,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B74,1793,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A35,1797,2024,Chimaphila umbellata,H,H,N,herb,4,15,17.5,17.5
A50,1803,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A89,1809,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B26,1822,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B70,1826,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B27,1828,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A92,1830,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B77,1868,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A27,1876,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A91,1882,2024,Chimaphila umbellata,H,H,N,herb,3,2,5.5,7
B43,1885,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B76,1889,2024,Chimaphila umbellata,H,H,N,herb,3,2,5.5,7
A87,1892,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A28,1907,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B57,1907,2024,Chimaphila umbellata,H,H,N,herb,3,2,5.5,7
B52,1913,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B02,1917,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B56,1920,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A86,1921,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A36,1926,2024,Chimaphila umbellata,H,H,N,herb,3,2,5.5,7
A85,1940,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B24,1953,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B54,1953,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A83,1960,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B25,1962,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B84,1963,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A82,1992,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A21,2000,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B22,2005,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
B49,2026,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B85,2032,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
B82,2034,2024,Chimaphila umbellata,H,H,N,herb,3,6,5.5,7
A93,2043,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B21,2059,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A64,2060,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A94,2094,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
B03,2110,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A79,2127,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A80,2140,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A71,2142,2024,Chimaphila umbellata,H,H,N,shrub,2,0.2,0.5,3
B81,2190,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A61,2248,2024,Chimaphila umbellata,H,H,N,herb,2,0.2,0.5,3
A19,2263,2024,Chimaphila umbellata,H,H,N,herb,2,1,0.5,3
A10,1311,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
A05,1356,1969,Chrysolepis sempervirens,H,NA,N,shrub,3,NA,5.5,7
